temperature;tests/img_generadas/lena.001.16x16.bmp;32;100;802337;8023.370;0;
temperature;tests/img_generadas/lena.002.24x24.bmp;32;100;1694320;16943.199;0;
temperature;tests/img_generadas/lena.003.32x32.bmp;32;100;876819;8768.190;0;
temperature;tests/img_generadas/lena.004.40x40.bmp;32;100;2143218;21432.180;0;
temperature;tests/img_generadas/lena.005.48x48.bmp;32;100;2649106;26491.061;0;
temperature;tests/img_generadas/lena.006.56x56.bmp;32;100;2857748;28577.480;0;
temperature;tests/img_generadas/lena.007.64x64.bmp;32;100;4209452;42094.520;0;
temperature;tests/img_generadas/lena.008.72x72.bmp;32;100;6359867;63598.672;0;
temperature;tests/img_generadas/lena.009.80x80.bmp;32;100;6345409;63454.090;0;
temperature;tests/img_generadas/lena.010.88x88.bmp;32;100;8167097;81670.969;0;
temperature;tests/img_generadas/lena.011.96x96.bmp;32;100;9549681;95496.812;0;
temperature;tests/img_generadas/lena.012.104x104.bmp;32;100;12751648;127516.477;0;
temperature;tests/img_generadas/lena.013.112x112.bmp;32;100;22146530;221465.297;0;
temperature;tests/img_generadas/lena.014.120x120.bmp;32;100;16500942;165009.422;0;
temperature;tests/img_generadas/lena.015.128x128.bmp;32;100;28601718;286017.188;0;
temperature;tests/img_generadas/lena.016.136x136.bmp;32;100;21502218;215022.188;0;
temperature;tests/img_generadas/lena.017.144x144.bmp;32;100;24139422;241394.219;0;
temperature;tests/img_generadas/lena.018.152x152.bmp;32;100;29264551;292645.531;0;
temperature;tests/img_generadas/lena.019.160x160.bmp;32;100;28700194;287001.938;0;
temperature;tests/img_generadas/lena.020.168x168.bmp;32;100;43106030;431060.312;0;
temperature;tests/img_generadas/lena.021.176x176.bmp;32;100;44795934;447959.375;0;
temperature;tests/img_generadas/lena.022.184x184.bmp;32;100;49656130;496561.281;0;
temperature;tests/img_generadas/lena.023.192x192.bmp;32;100;42123779;421237.812;0;
temperature;tests/img_generadas/lena.024.200x200.bmp;32;100;54692795;546927.938;0;
temperature;tests/img_generadas/lena.025.208x208.bmp;32;100;49544211;495442.125;0;
temperature;tests/img_generadas/lena.026.216x216.bmp;32;100;61895389;618953.875;0;
temperature;tests/img_generadas/lena.027.224x224.bmp;32;100;54371594;543715.938;0;
temperature;tests/img_generadas/lena.028.232x232.bmp;32;100;57459574;574595.750;0;
temperature;tests/img_generadas/lena.029.240x240.bmp;32;100;62821889;628218.875;0;
temperature;tests/img_generadas/lena.030.248x248.bmp;32;100;68503720;685037.188;0;
temperature;tests/img_generadas/lena.031.256x256.bmp;32;100;79727293;797272.938;0;
temperature;tests/img_generadas/lena.032.264x264.bmp;32;100;81682924;816829.250;0;
temperature;tests/img_generadas/lena.033.272x272.bmp;32;100;87296619;872966.188;0;
