monocromatizar_inf;tests/img_generadas/lena.001.16x16.bmp;32;100;452575;4525.750;0;
monocromatizar_inf;tests/img_generadas/lena.002.24x24.bmp;32;100;868433;8684.330;0;
monocromatizar_inf;tests/img_generadas/lena.003.32x32.bmp;32;100;2521840;25218.400;0;
monocromatizar_inf;tests/img_generadas/lena.004.40x40.bmp;32;100;2240335;22403.350;0;
monocromatizar_inf;tests/img_generadas/lena.005.48x48.bmp;32;100;4667191;46671.910;0;
monocromatizar_inf;tests/img_generadas/lena.006.56x56.bmp;32;100;3725175;37251.750;0;
monocromatizar_inf;tests/img_generadas/lena.007.64x64.bmp;32;100;5013730;50137.301;0;
monocromatizar_inf;tests/img_generadas/lena.008.72x72.bmp;32;100;5850442;58504.422;0;
monocromatizar_inf;tests/img_generadas/lena.009.80x80.bmp;32;100;6505385;65053.852;0;
monocromatizar_inf;tests/img_generadas/lena.010.88x88.bmp;32;100;7292324;72923.242;0;
monocromatizar_inf;tests/img_generadas/lena.011.96x96.bmp;32;100;8412405;84124.047;0;
monocromatizar_inf;tests/img_generadas/lena.012.104x104.bmp;32;100;9983367;99833.672;0;
monocromatizar_inf;tests/img_generadas/lena.013.112x112.bmp;32;100;10301535;103015.352;0;
monocromatizar_inf;tests/img_generadas/lena.014.120x120.bmp;32;100;11443885;114438.852;0;
monocromatizar_inf;tests/img_generadas/lena.015.128x128.bmp;32;100;14768355;147683.547;0;
monocromatizar_inf;tests/img_generadas/lena.016.136x136.bmp;32;100;13442115;134421.156;0;
monocromatizar_inf;tests/img_generadas/lena.017.144x144.bmp;32;100;14411112;144111.125;0;
monocromatizar_inf;tests/img_generadas/lena.018.152x152.bmp;32;100;14694188;146941.875;0;
monocromatizar_inf;tests/img_generadas/lena.019.160x160.bmp;32;100;15549575;155495.750;0;
monocromatizar_inf;tests/img_generadas/lena.020.168x168.bmp;32;100;16476967;164769.672;0;
monocromatizar_inf;tests/img_generadas/lena.021.176x176.bmp;32;100;17211260;172112.594;0;
monocromatizar_inf;tests/img_generadas/lena.022.184x184.bmp;32;100;20028064;200280.641;0;
monocromatizar_inf;tests/img_generadas/lena.023.192x192.bmp;32;100;23581833;235818.312;0;
monocromatizar_inf;tests/img_generadas/lena.024.200x200.bmp;32;100;25527283;255272.844;0;
monocromatizar_inf;tests/img_generadas/lena.025.208x208.bmp;32;100;21090715;210907.156;0;
monocromatizar_inf;tests/img_generadas/lena.026.216x216.bmp;32;100;22713791;227137.922;0;
monocromatizar_inf;tests/img_generadas/lena.027.224x224.bmp;32;100;24142031;241420.312;0;
monocromatizar_inf;tests/img_generadas/lena.028.232x232.bmp;32;100;28074695;280746.969;0;
monocromatizar_inf;tests/img_generadas/lena.029.240x240.bmp;32;100;27955714;279557.125;0;
monocromatizar_inf;tests/img_generadas/lena.030.248x248.bmp;32;100;30964364;309643.625;0;
monocromatizar_inf;tests/img_generadas/lena.031.256x256.bmp;32;100;32362962;323629.625;0;
monocromatizar_inf;tests/img_generadas/lena.032.264x264.bmp;32;100;34531460;345314.594;0;
monocromatizar_inf;tests/img_generadas/lena.033.272x272.bmp;32;100;38516135;385161.375;0;
monocromatizar_inf;tests/img_generadas/lena.034.280x280.bmp;32;100;38605531;386055.312;0;
monocromatizar_inf;tests/img_generadas/lena.035.288x288.bmp;32;100;43324477;433244.750;0;
monocromatizar_inf;tests/img_generadas/lena.036.296x296.bmp;32;100;43049256;430492.562;0;
monocromatizar_inf;tests/img_generadas/lena.037.304x304.bmp;32;100;46116576;461165.750;0;
monocromatizar_inf;tests/img_generadas/lena.038.312x312.bmp;32;100;49076491;490764.906;0;
monocromatizar_inf;tests/img_generadas/lena.039.320x320.bmp;32;100;49846536;498465.375;0;
monocromatizar_inf;tests/img_generadas/lena.040.328x328.bmp;32;100;54274600;542746.000;0;
monocromatizar_inf;tests/img_generadas/lena.041.336x336.bmp;32;100;57666574;576665.750;0;
monocromatizar_inf;tests/img_generadas/lena.042.344x344.bmp;32;100;57064131;570641.312;0;
monocromatizar_inf;tests/img_generadas/lena.043.352x352.bmp;32;100;85782517;857825.188;0;
monocromatizar_inf;tests/img_generadas/lena.044.360x360.bmp;32;100;67563751;675637.500;0;
monocromatizar_inf;tests/img_generadas/lena.045.368x368.bmp;32;100;70686095;706860.938;0;
monocromatizar_inf;tests/img_generadas/lena.046.376x376.bmp;32;100;74354597;743546.000;0;
monocromatizar_inf;tests/img_generadas/lena.047.384x384.bmp;32;100;78175005;781750.062;0;
monocromatizar_inf;tests/img_generadas/lena.048.392x392.bmp;32;100;83107265;831072.625;0;
monocromatizar_inf;tests/img_generadas/lena.049.400x400.bmp;32;100;90223291;902232.875;0;
monocromatizar_inf;tests/img_generadas/lena.050.408x408.bmp;32;100;84249206;842492.062;0;
monocromatizar_inf;tests/img_generadas/lena.051.416x416.bmp;32;100;86057330;860573.250;0;
monocromatizar_inf;tests/img_generadas/lena.052.424x424.bmp;32;100;89227293;892272.938;0;
monocromatizar_inf;tests/img_generadas/lena.053.432x432.bmp;32;100;92971771;929717.688;0;
monocromatizar_inf;tests/img_generadas/lena.054.440x440.bmp;32;100;100812603;1008126.000;0;
monocromatizar_inf;tests/img_generadas/lena.055.448x448.bmp;32;100;108730892;1087309.000;0;
monocromatizar_inf;tests/img_generadas/lena.056.456x456.bmp;32;100;122434933;1224349.375;0;
monocromatizar_inf;tests/img_generadas/lena.057.464x464.bmp;32;100;128070421;1280704.250;0;
monocromatizar_inf;tests/img_generadas/lena.058.472x472.bmp;32;100;123451107;1234511.000;0;
monocromatizar_inf;tests/img_generadas/lena.059.480x480.bmp;32;100;123336288;1233362.875;0;
monocromatizar_inf;tests/img_generadas/lena.060.488x488.bmp;32;100;123495400;1234954.000;0;
monocromatizar_inf;tests/img_generadas/lena.061.496x496.bmp;32;100;156203911;1562039.000;0;
monocromatizar_inf;tests/img_generadas/lena.062.504x504.bmp;32;100;143322459;1433224.625;0;
monocromatizar_inf;tests/img_generadas/lena.063.512x512.bmp;32;100;140650384;1406503.875;0;
monocromatizar_inf;tests/img_generadas/lena.064.520x520.bmp;32;100;149676061;1496760.625;0;
monocromatizar_inf;tests/img_generadas/lena.065.528x528.bmp;32;100;162003650;1620036.500;0;
